PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID,OR
Modelo Matemático para a Eletrodifusão em Meios Celulares Excitáveis,1997,1999,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM'],2815105916715425,Antônio-Carlos Guimarães de Almeida,Almeida,"ALMEIDA, A.C.G. ou GUIMARAES ALMEIDA, A.C. ou ALMEIDA, A.C.;Almeida, Antônio-Carlos G.;Almeida, Antonio-Carlos G. de;de Almeida, Antônio-Carlos G;de Almeida, Antonio-Carlos;de Almeida, A C G;de Almeida, Antonio-Carlos G.;De Almeida, Antônio-Carlos G.;De Almeida, Antonio-Carlos Guimaraes;DE ALMEIDA, ANTONIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARÃ£ES DE;GUIMARAES ALMEIDA, ANTONIO-CARLOS;GUIMARAES DE ALMEIDA, ANTONIO-CARLOS;GUIMARÃES DE ALMEIDA, ANTÔNIO-CARLOS;DE ALMEIDA, AC;DE ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ANTONIO-CARLOS ALMEIDA;DE ALMEIDA, ANTÃ´NIO-CARLOS G.;Antonio-Carlos G. de Almeida;ACG de Almeida;G. DE ALMEIDA, ANTONIO-CARLOS;DE ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO C. G.;DE ALMEIDA, ANTONIO CARLOS;ALMEIDA, ANTONIO CARLOS;DE ALMEIDA, A.-C. G.;ALMEIDA, ANTONIO C. G.;DE ALMEIDA, ANTONIO CARLO G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES DE;ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARAES;DE ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTONIO-CARLOS G.;DE ALMEIDA, ANTÔNIO C. G.;ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO CARLOS G. DE;ALMEIDA, ANTONIO CARLOS G. DE;DE ALMEIDA, ANTÔNIO CARLOS G.;DE ALMEIDA, ANTONIOCARLOS;DE ALMEIDA, ANTONIO-CARLOSG;ALMEIDA, ANTONIO-CARLOS G",São João del Rei,MG,"Possui graduação em Engenharia Elétrica pela Universidade Federal de Juiz de Fora (1985), mestrado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1990), doutorado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1992) e Pós-doutorado pela Johns Hopkins University (2001). Foi membro das Câmaras de Assessoramento da FAPEMIG de Ciências Exatas e da Terra (CEX) e Arquitetura e Engenharias (TEC), participou da Avaliações Trienal da CAPES 2013 e Quadrienal 2017, foi membro do Comitê Assessor de Engenharia Elétrica e Biomédica do CNPq. Atualmente é professor titular do Departamento de Engenharia de Biossistemas da Universidade Federal de São João del-Rei (UFSJ), Coordenador do Laboratório de Neurociência Experimental e Computacional &amp;quot;Dr Aristides Azevedo Pacheco Leão&amp;quot;, Coordenador da Câmara IV da Área Interdisciplinar da CAPES. Tem experiência na área de Engenharia Biomédica, atuando, principalmente, nos seguintes temas: depressão alastrante, epilepsia, eletrofisiologia, modelagem matemática e simulação computacional e identificação de propriedades de redes neurais realísticas.",21-11-2022,Universidade Federal de São João Del-Rei,,1
Desenvolvimento de Sistemas Eletrônicos para Medidas de Potenciais Bioelétricos Associados a Fenômenos de Excitação,2000,2002,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Fernando Lobo Vaz de Mello']","['SIM', 'NAO']",2815105916715425,Antônio-Carlos Guimarães de Almeida,Almeida,"ALMEIDA, A.C.G. ou GUIMARAES ALMEIDA, A.C. ou ALMEIDA, A.C.;Almeida, Antônio-Carlos G.;Almeida, Antonio-Carlos G. de;de Almeida, Antônio-Carlos G;de Almeida, Antonio-Carlos;de Almeida, A C G;de Almeida, Antonio-Carlos G.;De Almeida, Antônio-Carlos G.;De Almeida, Antonio-Carlos Guimaraes;DE ALMEIDA, ANTONIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARÃ£ES DE;GUIMARAES ALMEIDA, ANTONIO-CARLOS;GUIMARAES DE ALMEIDA, ANTONIO-CARLOS;GUIMARÃES DE ALMEIDA, ANTÔNIO-CARLOS;DE ALMEIDA, AC;DE ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ANTONIO-CARLOS ALMEIDA;DE ALMEIDA, ANTÃ´NIO-CARLOS G.;Antonio-Carlos G. de Almeida;ACG de Almeida;G. DE ALMEIDA, ANTONIO-CARLOS;DE ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO C. G.;DE ALMEIDA, ANTONIO CARLOS;ALMEIDA, ANTONIO CARLOS;DE ALMEIDA, A.-C. G.;ALMEIDA, ANTONIO C. G.;DE ALMEIDA, ANTONIO CARLO G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES DE;ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARAES;DE ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTONIO-CARLOS G.;DE ALMEIDA, ANTÔNIO C. G.;ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO CARLOS G. DE;ALMEIDA, ANTONIO CARLOS G. DE;DE ALMEIDA, ANTÔNIO CARLOS G.;DE ALMEIDA, ANTONIOCARLOS;DE ALMEIDA, ANTONIO-CARLOSG;ALMEIDA, ANTONIO-CARLOS G",São João del Rei,MG,"Possui graduação em Engenharia Elétrica pela Universidade Federal de Juiz de Fora (1985), mestrado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1990), doutorado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1992) e Pós-doutorado pela Johns Hopkins University (2001). Foi membro das Câmaras de Assessoramento da FAPEMIG de Ciências Exatas e da Terra (CEX) e Arquitetura e Engenharias (TEC), participou da Avaliações Trienal da CAPES 2013 e Quadrienal 2017, foi membro do Comitê Assessor de Engenharia Elétrica e Biomédica do CNPq. Atualmente é professor titular do Departamento de Engenharia de Biossistemas da Universidade Federal de São João del-Rei (UFSJ), Coordenador do Laboratório de Neurociência Experimental e Computacional &amp;quot;Dr Aristides Azevedo Pacheco Leão&amp;quot;, Coordenador da Câmara IV da Área Interdisciplinar da CAPES. Tem experiência na área de Engenharia Biomédica, atuando, principalmente, nos seguintes temas: depressão alastrante, epilepsia, eletrofisiologia, modelagem matemática e simulação computacional e identificação de propriedades de redes neurais realísticas.",21-11-2022,Universidade Federal de São João Del-Rei,,1
Identificação Experimental da Influência da Eletrodifusão no Espaço Extracelular sobre a Eletrofisiologia de Tecidos Corticais,2001,ATUAL,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM'],2815105916715425,Antônio-Carlos Guimarães de Almeida,Almeida,"ALMEIDA, A.C.G. ou GUIMARAES ALMEIDA, A.C. ou ALMEIDA, A.C.;Almeida, Antônio-Carlos G.;Almeida, Antonio-Carlos G. de;de Almeida, Antônio-Carlos G;de Almeida, Antonio-Carlos;de Almeida, A C G;de Almeida, Antonio-Carlos G.;De Almeida, Antônio-Carlos G.;De Almeida, Antonio-Carlos Guimaraes;DE ALMEIDA, ANTONIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARÃ£ES DE;GUIMARAES ALMEIDA, ANTONIO-CARLOS;GUIMARAES DE ALMEIDA, ANTONIO-CARLOS;GUIMARÃES DE ALMEIDA, ANTÔNIO-CARLOS;DE ALMEIDA, AC;DE ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ANTONIO-CARLOS ALMEIDA;DE ALMEIDA, ANTÃ´NIO-CARLOS G.;Antonio-Carlos G. de Almeida;ACG de Almeida;G. DE ALMEIDA, ANTONIO-CARLOS;DE ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO C. G.;DE ALMEIDA, ANTONIO CARLOS;ALMEIDA, ANTONIO CARLOS;DE ALMEIDA, A.-C. G.;ALMEIDA, ANTONIO C. G.;DE ALMEIDA, ANTONIO CARLO G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES DE;ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARAES;DE ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTONIO-CARLOS G.;DE ALMEIDA, ANTÔNIO C. G.;ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO CARLOS G. DE;ALMEIDA, ANTONIO CARLOS G. DE;DE ALMEIDA, ANTÔNIO CARLOS G.;DE ALMEIDA, ANTONIOCARLOS;DE ALMEIDA, ANTONIO-CARLOSG;ALMEIDA, ANTONIO-CARLOS G",São João del Rei,MG,"Possui graduação em Engenharia Elétrica pela Universidade Federal de Juiz de Fora (1985), mestrado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1990), doutorado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1992) e Pós-doutorado pela Johns Hopkins University (2001). Foi membro das Câmaras de Assessoramento da FAPEMIG de Ciências Exatas e da Terra (CEX) e Arquitetura e Engenharias (TEC), participou da Avaliações Trienal da CAPES 2013 e Quadrienal 2017, foi membro do Comitê Assessor de Engenharia Elétrica e Biomédica do CNPq. Atualmente é professor titular do Departamento de Engenharia de Biossistemas da Universidade Federal de São João del-Rei (UFSJ), Coordenador do Laboratório de Neurociência Experimental e Computacional &amp;quot;Dr Aristides Azevedo Pacheco Leão&amp;quot;, Coordenador da Câmara IV da Área Interdisciplinar da CAPES. Tem experiência na área de Engenharia Biomédica, atuando, principalmente, nos seguintes temas: depressão alastrante, epilepsia, eletrofisiologia, modelagem matemática e simulação computacional e identificação de propriedades de redes neurais realísticas.",21-11-2022,Universidade Federal de São João Del-Rei,,1
Modelagem Matemática de Populações Neuronais em Larga Escala para Estudo da Dinâmica de Epilepsia Experimental do Hipocampo,1993,1994,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM'],2815105916715425,Antônio-Carlos Guimarães de Almeida,Almeida,"ALMEIDA, A.C.G. ou GUIMARAES ALMEIDA, A.C. ou ALMEIDA, A.C.;Almeida, Antônio-Carlos G.;Almeida, Antonio-Carlos G. de;de Almeida, Antônio-Carlos G;de Almeida, Antonio-Carlos;de Almeida, A C G;de Almeida, Antonio-Carlos G.;De Almeida, Antônio-Carlos G.;De Almeida, Antonio-Carlos Guimaraes;DE ALMEIDA, ANTONIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARÃ£ES DE;GUIMARAES ALMEIDA, ANTONIO-CARLOS;GUIMARAES DE ALMEIDA, ANTONIO-CARLOS;GUIMARÃES DE ALMEIDA, ANTÔNIO-CARLOS;DE ALMEIDA, AC;DE ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ANTONIO-CARLOS ALMEIDA;DE ALMEIDA, ANTÃ´NIO-CARLOS G.;Antonio-Carlos G. de Almeida;ACG de Almeida;G. DE ALMEIDA, ANTONIO-CARLOS;DE ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO C. G.;DE ALMEIDA, ANTONIO CARLOS;ALMEIDA, ANTONIO CARLOS;DE ALMEIDA, A.-C. G.;ALMEIDA, ANTONIO C. G.;DE ALMEIDA, ANTONIO CARLO G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES DE;ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARAES;DE ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTONIO-CARLOS G.;DE ALMEIDA, ANTÔNIO C. G.;ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO CARLOS G. DE;ALMEIDA, ANTONIO CARLOS G. DE;DE ALMEIDA, ANTÔNIO CARLOS G.;DE ALMEIDA, ANTONIOCARLOS;DE ALMEIDA, ANTONIO-CARLOSG;ALMEIDA, ANTONIO-CARLOS G",São João del Rei,MG,"Possui graduação em Engenharia Elétrica pela Universidade Federal de Juiz de Fora (1985), mestrado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1990), doutorado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1992) e Pós-doutorado pela Johns Hopkins University (2001). Foi membro das Câmaras de Assessoramento da FAPEMIG de Ciências Exatas e da Terra (CEX) e Arquitetura e Engenharias (TEC), participou da Avaliações Trienal da CAPES 2013 e Quadrienal 2017, foi membro do Comitê Assessor de Engenharia Elétrica e Biomédica do CNPq. Atualmente é professor titular do Departamento de Engenharia de Biossistemas da Universidade Federal de São João del-Rei (UFSJ), Coordenador do Laboratório de Neurociência Experimental e Computacional &amp;quot;Dr Aristides Azevedo Pacheco Leão&amp;quot;, Coordenador da Câmara IV da Área Interdisciplinar da CAPES. Tem experiência na área de Engenharia Biomédica, atuando, principalmente, nos seguintes temas: depressão alastrante, epilepsia, eletrofisiologia, modelagem matemática e simulação computacional e identificação de propriedades de redes neurais realísticas.",21-11-2022,Universidade Federal de São João Del-Rei,,1
Estudo Experimental e Matemático de Bursting epileptogênicos em Tecidos Neuronais,2004,ATUAL,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Mario Antônio Duarte', 'Hewerson Zansávio Teixeira', 'Rodrigo Seixas de Carvalho', 'Antônio Márcio Rodrigues']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']",2815105916715425,Antônio-Carlos Guimarães de Almeida,Almeida,"ALMEIDA, A.C.G. ou GUIMARAES ALMEIDA, A.C. ou ALMEIDA, A.C.;Almeida, Antônio-Carlos G.;Almeida, Antonio-Carlos G. de;de Almeida, Antônio-Carlos G;de Almeida, Antonio-Carlos;de Almeida, A C G;de Almeida, Antonio-Carlos G.;De Almeida, Antônio-Carlos G.;De Almeida, Antonio-Carlos Guimaraes;DE ALMEIDA, ANTONIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARÃ£ES DE;GUIMARAES ALMEIDA, ANTONIO-CARLOS;GUIMARAES DE ALMEIDA, ANTONIO-CARLOS;GUIMARÃES DE ALMEIDA, ANTÔNIO-CARLOS;DE ALMEIDA, AC;DE ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ANTONIO-CARLOS ALMEIDA;DE ALMEIDA, ANTÃ´NIO-CARLOS G.;Antonio-Carlos G. de Almeida;ACG de Almeida;G. DE ALMEIDA, ANTONIO-CARLOS;DE ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO C. G.;DE ALMEIDA, ANTONIO CARLOS;ALMEIDA, ANTONIO CARLOS;DE ALMEIDA, A.-C. G.;ALMEIDA, ANTONIO C. G.;DE ALMEIDA, ANTONIO CARLO G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES DE;ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARAES;DE ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTONIO-CARLOS G.;DE ALMEIDA, ANTÔNIO C. G.;ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO CARLOS G. DE;ALMEIDA, ANTONIO CARLOS G. DE;DE ALMEIDA, ANTÔNIO CARLOS G.;DE ALMEIDA, ANTONIOCARLOS;DE ALMEIDA, ANTONIO-CARLOSG;ALMEIDA, ANTONIO-CARLOS G",São João del Rei,MG,"Possui graduação em Engenharia Elétrica pela Universidade Federal de Juiz de Fora (1985), mestrado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1990), doutorado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1992) e Pós-doutorado pela Johns Hopkins University (2001). Foi membro das Câmaras de Assessoramento da FAPEMIG de Ciências Exatas e da Terra (CEX) e Arquitetura e Engenharias (TEC), participou da Avaliações Trienal da CAPES 2013 e Quadrienal 2017, foi membro do Comitê Assessor de Engenharia Elétrica e Biomédica do CNPq. Atualmente é professor titular do Departamento de Engenharia de Biossistemas da Universidade Federal de São João del-Rei (UFSJ), Coordenador do Laboratório de Neurociência Experimental e Computacional &amp;quot;Dr Aristides Azevedo Pacheco Leão&amp;quot;, Coordenador da Câmara IV da Área Interdisciplinar da CAPES. Tem experiência na área de Engenharia Biomédica, atuando, principalmente, nos seguintes temas: depressão alastrante, epilepsia, eletrofisiologia, modelagem matemática e simulação computacional e identificação de propriedades de redes neurais realísticas.",21-11-2022,Universidade Federal de São João Del-Rei,,1
Biotério Central da Universidade Federal de São João del-Rei,2004,ATUAL,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Wellington Garcia Campos', 'Lilian Midori Ide']","['SIM', 'NAO', 'NAO']",2815105916715425,Antônio-Carlos Guimarães de Almeida,Almeida,"ALMEIDA, A.C.G. ou GUIMARAES ALMEIDA, A.C. ou ALMEIDA, A.C.;Almeida, Antônio-Carlos G.;Almeida, Antonio-Carlos G. de;de Almeida, Antônio-Carlos G;de Almeida, Antonio-Carlos;de Almeida, A C G;de Almeida, Antonio-Carlos G.;De Almeida, Antônio-Carlos G.;De Almeida, Antonio-Carlos Guimaraes;DE ALMEIDA, ANTONIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARÃ£ES DE;GUIMARAES ALMEIDA, ANTONIO-CARLOS;GUIMARAES DE ALMEIDA, ANTONIO-CARLOS;GUIMARÃES DE ALMEIDA, ANTÔNIO-CARLOS;DE ALMEIDA, AC;DE ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ANTONIO-CARLOS ALMEIDA;DE ALMEIDA, ANTÃ´NIO-CARLOS G.;Antonio-Carlos G. de Almeida;ACG de Almeida;G. DE ALMEIDA, ANTONIO-CARLOS;DE ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO C. G.;DE ALMEIDA, ANTONIO CARLOS;ALMEIDA, ANTONIO CARLOS;DE ALMEIDA, A.-C. G.;ALMEIDA, ANTONIO C. G.;DE ALMEIDA, ANTONIO CARLO G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES DE;ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARAES;DE ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTONIO-CARLOS G.;DE ALMEIDA, ANTÔNIO C. G.;ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO CARLOS G. DE;ALMEIDA, ANTONIO CARLOS G. DE;DE ALMEIDA, ANTÔNIO CARLOS G.;DE ALMEIDA, ANTONIOCARLOS;DE ALMEIDA, ANTONIO-CARLOSG;ALMEIDA, ANTONIO-CARLOS G",São João del Rei,MG,"Possui graduação em Engenharia Elétrica pela Universidade Federal de Juiz de Fora (1985), mestrado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1990), doutorado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1992) e Pós-doutorado pela Johns Hopkins University (2001). Foi membro das Câmaras de Assessoramento da FAPEMIG de Ciências Exatas e da Terra (CEX) e Arquitetura e Engenharias (TEC), participou da Avaliações Trienal da CAPES 2013 e Quadrienal 2017, foi membro do Comitê Assessor de Engenharia Elétrica e Biomédica do CNPq. Atualmente é professor titular do Departamento de Engenharia de Biossistemas da Universidade Federal de São João del-Rei (UFSJ), Coordenador do Laboratório de Neurociência Experimental e Computacional &amp;quot;Dr Aristides Azevedo Pacheco Leão&amp;quot;, Coordenador da Câmara IV da Área Interdisciplinar da CAPES. Tem experiência na área de Engenharia Biomédica, atuando, principalmente, nos seguintes temas: depressão alastrante, epilepsia, eletrofisiologia, modelagem matemática e simulação computacional e identificação de propriedades de redes neurais realísticas.",21-11-2022,Universidade Federal de São João Del-Rei,,1
Mecanismos estruturais das atividades epileptiformes sinápticas e não-sinápticas,2009,2011,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM'],2815105916715425,Antônio-Carlos Guimarães de Almeida,Almeida,"ALMEIDA, A.C.G. ou GUIMARAES ALMEIDA, A.C. ou ALMEIDA, A.C.;Almeida, Antônio-Carlos G.;Almeida, Antonio-Carlos G. de;de Almeida, Antônio-Carlos G;de Almeida, Antonio-Carlos;de Almeida, A C G;de Almeida, Antonio-Carlos G.;De Almeida, Antônio-Carlos G.;De Almeida, Antonio-Carlos Guimaraes;DE ALMEIDA, ANTONIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARÃ£ES DE;GUIMARAES ALMEIDA, ANTONIO-CARLOS;GUIMARAES DE ALMEIDA, ANTONIO-CARLOS;GUIMARÃES DE ALMEIDA, ANTÔNIO-CARLOS;DE ALMEIDA, AC;DE ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ANTONIO-CARLOS ALMEIDA;DE ALMEIDA, ANTÃ´NIO-CARLOS G.;Antonio-Carlos G. de Almeida;ACG de Almeida;G. DE ALMEIDA, ANTONIO-CARLOS;DE ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO C. G.;DE ALMEIDA, ANTONIO CARLOS;ALMEIDA, ANTONIO CARLOS;DE ALMEIDA, A.-C. G.;ALMEIDA, ANTONIO C. G.;DE ALMEIDA, ANTONIO CARLO G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES DE;ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARAES;DE ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTONIO-CARLOS G.;DE ALMEIDA, ANTÔNIO C. G.;ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO CARLOS G. DE;ALMEIDA, ANTONIO CARLOS G. DE;DE ALMEIDA, ANTÔNIO CARLOS G.;DE ALMEIDA, ANTONIOCARLOS;DE ALMEIDA, ANTONIO-CARLOSG;ALMEIDA, ANTONIO-CARLOS G",São João del Rei,MG,"Possui graduação em Engenharia Elétrica pela Universidade Federal de Juiz de Fora (1985), mestrado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1990), doutorado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1992) e Pós-doutorado pela Johns Hopkins University (2001). Foi membro das Câmaras de Assessoramento da FAPEMIG de Ciências Exatas e da Terra (CEX) e Arquitetura e Engenharias (TEC), participou da Avaliações Trienal da CAPES 2013 e Quadrienal 2017, foi membro do Comitê Assessor de Engenharia Elétrica e Biomédica do CNPq. Atualmente é professor titular do Departamento de Engenharia de Biossistemas da Universidade Federal de São João del-Rei (UFSJ), Coordenador do Laboratório de Neurociência Experimental e Computacional &amp;quot;Dr Aristides Azevedo Pacheco Leão&amp;quot;, Coordenador da Câmara IV da Área Interdisciplinar da CAPES. Tem experiência na área de Engenharia Biomédica, atuando, principalmente, nos seguintes temas: depressão alastrante, epilepsia, eletrofisiologia, modelagem matemática e simulação computacional e identificação de propriedades de redes neurais realísticas.",21-11-2022,Universidade Federal de São João Del-Rei,,1
A estrutura não-sináptica das atividades epileptiformes,2009,2010,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM'],2815105916715425,Antônio-Carlos Guimarães de Almeida,Almeida,"ALMEIDA, A.C.G. ou GUIMARAES ALMEIDA, A.C. ou ALMEIDA, A.C.;Almeida, Antônio-Carlos G.;Almeida, Antonio-Carlos G. de;de Almeida, Antônio-Carlos G;de Almeida, Antonio-Carlos;de Almeida, A C G;de Almeida, Antonio-Carlos G.;De Almeida, Antônio-Carlos G.;De Almeida, Antonio-Carlos Guimaraes;DE ALMEIDA, ANTONIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARÃ£ES DE;GUIMARAES ALMEIDA, ANTONIO-CARLOS;GUIMARAES DE ALMEIDA, ANTONIO-CARLOS;GUIMARÃES DE ALMEIDA, ANTÔNIO-CARLOS;DE ALMEIDA, AC;DE ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ANTONIO-CARLOS ALMEIDA;DE ALMEIDA, ANTÃ´NIO-CARLOS G.;Antonio-Carlos G. de Almeida;ACG de Almeida;G. DE ALMEIDA, ANTONIO-CARLOS;DE ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO C. G.;DE ALMEIDA, ANTONIO CARLOS;ALMEIDA, ANTONIO CARLOS;DE ALMEIDA, A.-C. G.;ALMEIDA, ANTONIO C. G.;DE ALMEIDA, ANTONIO CARLO G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES DE;ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTÔNIO-CARLOS GUIMARÃES;ALMEIDA, ANTONIO-CARLOS GUIMARAES;DE ALMEIDA, ANTONIO'CARLOS G.;ALMEIDA, ANTONIO-CARLOS G.;DE ALMEIDA, ANTÔNIO C. G.;ALMEIDA, A.-C.G.;ALMEIDA, ANTÔNIO CARLOS G. DE;ALMEIDA, ANTONIO CARLOS G. DE;DE ALMEIDA, ANTÔNIO CARLOS G.;DE ALMEIDA, ANTONIOCARLOS;DE ALMEIDA, ANTONIO-CARLOSG;ALMEIDA, ANTONIO-CARLOS G",São João del Rei,MG,"Possui graduação em Engenharia Elétrica pela Universidade Federal de Juiz de Fora (1985), mestrado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1990), doutorado em Engenharia Biomédica pela Universidade Federal do Rio de Janeiro (1992) e Pós-doutorado pela Johns Hopkins University (2001). Foi membro das Câmaras de Assessoramento da FAPEMIG de Ciências Exatas e da Terra (CEX) e Arquitetura e Engenharias (TEC), participou da Avaliações Trienal da CAPES 2013 e Quadrienal 2017, foi membro do Comitê Assessor de Engenharia Elétrica e Biomédica do CNPq. Atualmente é professor titular do Departamento de Engenharia de Biossistemas da Universidade Federal de São João del-Rei (UFSJ), Coordenador do Laboratório de Neurociência Experimental e Computacional &amp;quot;Dr Aristides Azevedo Pacheco Leão&amp;quot;, Coordenador da Câmara IV da Área Interdisciplinar da CAPES. Tem experiência na área de Engenharia Biomédica, atuando, principalmente, nos seguintes temas: depressão alastrante, epilepsia, eletrofisiologia, modelagem matemática e simulação computacional e identificação de propriedades de redes neurais realísticas.",21-11-2022,Universidade Federal de São João Del-Rei,,1
